codigo_iata,codigo_oaci,nombre_oficial,pais,anio,pasajeros_totales_anuales,pasajeros_nacionales,pasajeros_internacionales,operaciones_aeronaves_anuales,carga_toneladas_anuales,correo_toneladas_anuales,fuente_dato,fecha_publicacion_fuente,observaciones
BPS,SBPS,Porto Seguro International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BRA,SNBR,Dom Ricardo Weberberger Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BSB,SBBR,Presidente Juscelino Kubitschek International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BVB,SBBV,Atlas Brasil Cantanhede International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BVH,SBVH,Brigadeiro Camarão Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BVS,SNVS,Breves Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BYO,SBDB,Bonito Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CAC,SBCA,Coronel Adalberto Mendes da Silva Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CAF,SWCA,Carauari Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CAU,SNRU,Caruaru Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CAW,SBCP,Bartolomeu Lisandro Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CEL,SSCN,Canela Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CFB,SBCB,Cabo Frio Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CGB,SBCY,Várzea Grande–Marechal Rondon International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CGH,SBSP,Congonhas–Deputado Freitas Nobre Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CGR,SBCG,Campo Grande Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CJZ,SJZA,Pedro Vieira Moreira Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CKS,SBCJ,Carajás Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CLV,SBCN,Nelson Ribeiro Guimarães Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CMG,SBCR,Corumbá International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CNF,SBCF,Tancredo Neves International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CPV,SBKG,Presidente João Suassuna Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CWB,SBCT,Curitiba-Afonso Pena International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CXJ,SBCX,Hugo Cantergiani Regional Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CZS,SBCZ,Cruzeiro do Sul Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
FBE,SSFB,Paulo Abdala Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
FEN,SBFN,Fernando de Noronha Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
FLN,SBFL,Hercílio Luz International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
FOR,SBFZ,Pinto Martins International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GEL,SBNM,Santo Ângelo Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GGF,SNYA,Almeirim Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GGJ,SSGY,Guaíra Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GIG,SBGL,Rio Galeão – Tom Jobim International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GRU,SBGR,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GUZ,SNGA,Guarapari Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GVR,SBGV,Coronel Altino Machado Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GYN,SBGO,Santa Genoveva International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IGU,SBFI,Cataratas International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IMP,SBIZ,Prefeito Renato Moreira Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IOS,SBIL,Bahia - Jorge Amado Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IPN,SBIP,Usiminas Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IRZ,SWTP,Tapuruquara Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ITB,SBIH,Itaituba Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IZA,SBZM,Presidente Itamar Franco Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JDF,SBJF,Francisco de Assis Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JDO,SBJU,Orlando Bezerra de Menezes Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JJD,SBJE,Comandante Ariston Pessoa Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JJG,SBJA,Humberto Ghizzo Bortoluzzi Regional Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JOI,SBJV,Lauro Carneiro de Loyola Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JPA,SBJP,Presidente Castro Pinto International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JPE,SNEB,Nagib Demachki Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JPR,SBJI,Ji-Paraná Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JTC,SBAE,Bauru/Arealva–Moussa Nakhal Tobias State Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LAJ,SBLJ,Lages Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LBR,SWLB,Lábrea Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LDB,SBLO,Governor José Richa Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LEC,SBLE,Coronel Horácio de Mattos Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MAB,SBMA,João Correa da Rocha Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MAO,SBEG,Eduardo Gomes International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MCP,SBMQ,Macapá - Alberto Alcolumbre International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MCZ,SBMO,Zumbi dos Palmares International Airport,Brasil,,,,,,,,ANAC Brasil - Dados de Movimentação Aeroportuária: https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/mercado-de-transporte-aereo,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
